id;latitude;longitude;device_id;version
2;53.38364;-6.257;356363050331521;0
3;53.38364;-6.257;356363050331521;0
4;53.38364;-6.257;356363050331521;0
5;53.383649999999996;-6.25702;356363050331521;0
6;53.38359;-6.2569799999999995;356363050331521;0
7;53.383599999999994;-6.2569799999999995;356363050331521;0
8;53.383599999999994;-6.2569799999999995;356363050331521;0
9;53.383739999999996;-6.25692;356363050331521;0
10;53.383739999999996;-6.25692;356363050331521;0
11;53.38384;-6.2569;356363050331521;0
12;53.383689999999994;-6.257;356363050331521;0
13;53.383689999999994;-6.257;356363050331521;0
14;53.383689999999994;-6.257;356363050331521;0
16;53.38368;-6.257009999999999;356363050331521;0
17;53.38368;-6.257009999999999;356363050331521;0
18;53.38368;-6.257009999999999;356363050331521;0
19;53.38368;-6.257009999999999;356363050331521;0
20;53.38368;-6.257009999999999;356363050331521;0
21;53.38368;-6.257009999999999;356363050331521;0
22;53.38368;-6.257009999999999;356363050331521;0
23;53.38368;-6.257009999999999;356363050331521;0
24;53.38368;-6.257009999999999;356363050331521;0
25;53.38368;-6.257009999999999;356363050331521;0
26;53.38485;-6.25979;356363050331521;0
27;53.384809999999995;-6.26479;356363050331521;0
28;53.38475;-6.26504;356363050331521;0
29;53.38475;-6.26504;356363050331521;0
30;53.38471;-6.265079999999999;356363050331521;0
31;53.38307;-6.265569999999999;356363050331521;0
32;53.38295;-6.26565;356363050331521;0
33;53.38295;-6.2657;356363050331521;0
34;53.38343;-6.26558;356363050331521;0
35;53.38353;-6.26556;356363050331521;0
36;53.387249999999995;-6.26512;356363050331521;0
37;53.387249999999995;-6.26512;356363050331521;0
38;53.387249999999995;-6.26507;356363050331521;0
39;53.3868;-6.264959999999999;356363050331521;0
40;53.3867;-6.26495;356363050331521;0
41;53.38484;-6.2649799999999995;356363050331521;0
42;53.3848;-6.2649;356363050331521;0
43;53.3848;-6.26483;356363050331521;0
44;53.38483;-6.26207;356363050331521;0
45;53.384859999999996;-6.26031;356363050331521;0
46;53.384789999999995;-6.25855;356363050331521;0
47;53.384769999999996;-6.2585299999999995;356363050331521;0
48;53.38359;-6.25882;356363050331521;0
49;53.38355;-6.258839999999999;356363050331521;0
50;53.38315;-6.258439999999999;356363050331521;0
51;53.38308;-6.25838;356363050331521;0
52;53.382749999999994;-6.25791;356363050331521;0
53;53.38277;-6.257829999999999;356363050331521;0
54;53.38308;-6.2571699999999995;356363050331521;0
55;53.38312;-6.257099999999999;356363050331521;0
56;53.38332;-6.25685;356363050331521;0
57;53.383669999999995;-6.25702;356363050331521;0
58;53.38368;-6.25693;356363050331521;0
59;53.38368;-6.25693;356363050331521;0
60;53.38368;-6.2569;356363050331521;0
61;53.383649999999996;-6.25686;356363050331521;0
62;53.383649999999996;-6.25686;356363050331521;0
63;53.383649999999996;-6.25686;356363050331521;0
64;53.38316;-6.257099999999999;356363050331521;0
65;53.38316;-6.257099999999999;356363050331521;0
66;53.38312;-6.25719;356363050331521;0
67;53.38279;-6.25802;356363050331521;0
68;53.38279;-6.2581999999999995;356363050331521;0
69;53.38279;-6.2581999999999995;356363050331521;0
70;53.38285;-6.25828;356363050331521;0
71;53.38348;-6.2590699999999995;356363050331521;0
72;53.38355;-6.25909;356363050331521;0
73;53.38355;-6.25909;356363050331521;0
74;53.383599999999994;-6.25909;356363050331521;0
75;53.384629999999994;-6.25878;356363050331521;0
76;53.384859999999996;-6.25897;356363050331521;0
77;53.38487;-6.2590699999999995;356363050331521;0
78;53.38485;-6.259869999999999;356363050331521;0
79;53.38484;-6.2617899999999995;356363050331521;0
80;53.38475;-6.26513;356363050331521;0
81;53.38475;-6.26513;356363050331521;0
82;53.383689999999994;-6.265549999999999;356363050331521;0
83;53.38417;-6.265429999999999;356363050331521;0
84;53.38867;-6.26518;356363050331521;0
85;53.38867;-6.26518;356363050331521;0
86;53.389599999999994;-6.264679999999999;356363050331521;0
87;53.39536;-6.26424;356363050331521;0
88;53.39609;-6.2642299999999995;356363050331521;0
89;53.40067;-6.26429;356363050331521;0
90;53.40067;-6.26429;356363050331521;0
91;53.400659999999995;-6.26429;356363050331521;0
92;53.401039999999995;-6.2645599999999995;356363050331521;0
93;53.403079999999996;-6.26519;356363050331521;0
94;53.40323;-6.26519;356363050331521;0
95;53.40481;-6.26526;356363050331521;0
96;53.40559;-6.265359999999999;356363050331521;0
97;53.40829;-6.26647;356363050331521;0
98;53.40829;-6.26647;356363050331521;0
99;53.40835;-6.26662;356363050331521;0
100;53.40873;-6.269349999999999;356363050331521;0
101;53.40873;-6.269349999999999;356363050331521;0
102;53.40873;-6.26955;356363050331521;0
103;53.40766;-6.29463;356363050331521;0
104;53.40763;-6.2949399999999995;356363050331521;0
105;53.39989;-6.323309999999999;356363050331521;0
106;53.39955;-6.32423;356363050331521;0
107;53.39955;-6.32423;356363050331521;0
108;53.39944;-6.324529999999999;356363050331521;0
109;53.38899;-6.3528199999999995;356363050331521;0
110;53.38899;-6.3528199999999995;356363050331521;0
111;53.38887;-6.353149999999999;356363050331521;0
112;53.37475;-6.37176;356363050331521;0
113;53.37475;-6.37176;356363050331521;0
114;53.37457;-6.37196;356363050331521;0
115;53.35641;-6.382429999999999;356363050331521;0
116;53.35632;-6.38256;356363050331521;0
117;53.35613;-6.38308;356363050331521;0
118;53.35613;-6.38308;356363050331521;0
119;53.356069999999995;-6.3832699999999996;356363050331521;0
120;53.35599;-6.38545;356363050331521;0
121;53.35604;-6.38573;356363050331521;0
122;53.35883;-6.412739999999999;356363050331521;0
123;53.35883;-6.412739999999999;356363050331521;0
124;53.35885;-6.41308;356363050331521;0
125;53.35798;-6.42402;356363050331521;0
126;53.35787;-6.42429;356363050331521;0
127;53.350939999999994;-6.44947;356363050331521;0
128;53.350939999999994;-6.44947;356363050331521;0
129;53.35098;-6.44979;356363050331521;0
130;53.35829;-6.47718;356363050331521;0
131;53.35829;-6.47718;356363050331521;0
132;53.35828;-6.47765;356363050331521;0
133;53.35821;-6.48004;356363050331521;0
134;53.35859;-6.52185;356363050331521;0
135;53.358639999999994;-6.52234;356363050331521;0
136;53.36472;-6.56492;356363050331521;0
137;53.36481;-6.56539;356363050331521;0
138;53.37065;-6.6082399999999994;356363050331521;0
139;53.37065;-6.6082399999999994;356363050331521;0
140;53.37076;-6.6087;356363050331521;0
141;53.380269999999996;-6.64987;356363050331521;0
142;53.38037;-6.650329999999999;356363050331521;0
143;53.39774;-6.68345;356363050331521;0
144;53.409119999999994;-6.7154;356363050331521;0
145;53.409119999999994;-6.7154;356363050331521;0
146;53.409169999999996;-6.71589;356363050331521;0
147;53.409909999999996;-6.73492;356363050331521;0
148;53.41014;-6.740469999999999;356363050331521;0
149;53.41014;-6.740469999999999;356363050331521;0
150;53.410149999999994;-6.74058;356363050331521;0
151;53.41111;-6.74721;356363050331521;0
152;53.410289999999996;-6.775989999999999;356363050331521;0
153;53.410289999999996;-6.775989999999999;356363050331521;0
154;53.41018;-6.77645;356363050331521;0
155;53.40405;-6.81882;356363050331521;0
156;53.404059999999994;-6.819319999999999;356363050331521;0
157;53.412839999999996;-6.86191;356363050331521;0
158;53.412839999999996;-6.86191;356363050331521;0
159;53.41289;-6.8624;356363050331521;0
160;53.41576;-6.90438;356363050331521;0
161;53.41599;-6.9047;356363050331521;0
162;53.425689999999996;-6.926609999999999;356363050331521;0
163;53.42572;-6.92711;356363050331521;0
164;53.42511;-6.97157;356363050331521;0
165;53.42509;-6.9720699999999995;356363050331521;0
166;53.427659999999996;-6.98774;356363050331521;0
167;53.42783;-6.98815;356363050331521;0
168;53.441649999999996;-7.02571;356363050331521;0
169;53.441649999999996;-7.02571;356363050331521;0
170;53.44172;-7.026199999999999;356363050331521;0
171;53.44513;-7.063269999999999;356363050331521;0
172;53.44569;-7.06963;356363050331521;0
173;53.44569;-7.06963;356363050331521;0
174;53.44573;-7.070119999999999;356363050331521;0
175;53.45222;-7.11318;356363050331521;0
176;53.452349999999996;-7.1136099999999995;356363050331521;0
177;53.46751;-7.14962;356363050331521;0
178;53.46771;-7.15001;356363050331521;0
179;53.472939999999994;-7.15803;356363050331521;0
180;53.47638;-7.16313;356363050331521;0
181;53.48442;-7.18262;356363050331521;0
182;53.48442;-7.18262;356363050331521;0
183;53.48458;-7.18303;356363050331521;0
184;53.495039999999996;-7.21863;356363050331521;0
185;53.495039999999996;-7.21863;356363050331521;0
186;53.495149999999995;-7.218999999999999;356363050331521;0
187;53.49783;-7.228269999999999;356363050331521;0
188;53.4996;-7.23198;356363050331521;0
189;53.50825;-7.24766;356363050331521;0
190;53.50842;-7.24797;356363050331521;0
191;53.51809;-7.28241;356363050331521;0
192;53.517979999999994;-7.28203;356363050331521;0
193;53.527629999999995;-7.3072799999999996;356363050331521;0
194;53.527629999999995;-7.3072799999999996;356363050331521;0
195;53.54685;-7.3267999999999995;356363050331521;0
196;53.547019999999996;-7.32714;356363050331521;0
197;53.54931;-7.33193;356363050331521;0
198;53.5528;-7.33908;356363050331521;0
199;53.56147;-7.354139999999999;356363050331521;0
200;53.581309999999995;-7.36925;356363050331521;0
201;53.58153;-7.36939;356363050331521;0
202;53.596399999999996;-7.382219999999999;356363050331521;0
203;53.596399999999996;-7.382219999999999;356363050331521;0
204;53.605149999999995;-7.41517;356363050331521;0
205;53.60523;-7.41555;356363050331521;0
206;53.614639999999994;-7.4468;356363050331521;0
207;53.61481;-7.4471;356363050331521;0
208;53.6179;-7.452529999999999;356363050331521;0
209;53.62652;-7.46754;356363050331521;0
210;53.62652;-7.46754;356363050331521;0
211;53.626599999999996;-7.467689999999999;356363050331521;0
212;53.63543;-7.48569;356363050331521;0
213;53.635569999999994;-7.4860299999999995;356363050331521;0
214;53.63543;-7.48569;356363050331521;0
215;53.65033;-7.51194;356363050331521;0
216;53.65033;-7.51194;356363050331521;0
217;53.65322;-7.5163199999999994;356363050331521;0
218;53.661629999999995;-7.52663;356363050331521;0
219;53.661789999999996;-7.526859999999999;356363050331521;0
220;53.673269999999995;-7.55282;356363050331521;0
221;53.673359999999995;-7.553109999999999;356363050331521;0
222;53.682179999999995;-7.578609999999999;356363050331521;0
223;53.68228;-7.578919999999999;356363050331521;0
224;53.69007;-7.60318;356363050331521;0
225;53.69231;-7.60964;356363050331521;0
226;53.692389999999996;-7.610189999999999;356363050331521;0
227;53.69542;-7.61572;356363050331521;0
228;53.695679999999996;-7.61721;356363050331521;0
229;53.695679999999996;-7.61721;356363050331521;0
230;53.69571;-7.61748;356363050331521;0
231;53.701069999999994;-7.6408499999999995;356363050331521;0
232;53.701069999999994;-7.6408499999999995;356363050331521;0
233;53.701069999999994;-7.64086;356363050331521;0
234;53.70532;-7.669969999999999;356363050331521;0
235;53.70997;-7.698169999999999;356363050331521;0
236;53.710049999999995;-7.69842;356363050331521;0
237;53.714729999999996;-7.72685;356363050331521;0
238;53.714729999999996;-7.72685;356363050331521;0
239;53.714729999999996;-7.75245;356363050331521;0
240;53.719809999999995;-7.7569099999999995;356363050331521;0
241;53.71969;-7.75636;356363050331521;0
242;53.71969;-7.75636;356363050331521;0
243;53.71976;-7.756589999999999;356363050331521;0
244;53.72013;-7.75693;356363050331521;0
245;53.735409999999995;-7.7752799999999995;356363050331521;0
246;53.735409999999995;-7.7752799999999995;356363050331521;0
247;53.735679999999995;-7.77551;356363050331521;0
248;53.737849999999995;-7.77776;356363050331521;0
